mt,src,score
Susan Boyle.,Susan Boyle.,5
"Edukacja jest bardziej możliwa w miastach, a to zmienia świat.","Education is more possible in cities, and that changes the world.",4.416666667
"Myślę, że można się czegoś nauczyć z historii Europy.",In my mind there is something to learn from the history of Europe.,4.833333333
"Odwożą ich do domu i chcą, aby zostali oświeceni, więc zabierają ich do Ben & amp Jerry to firma produkująca lody z własną polityką zagraniczną.",Driving them home and they want them to be enlightened so they take them to Ben &amp Jerry is ice cream company with its own foreign policy.,4.333333333
"Ludzie muszą czasem wybierać dla siebie, trzymając się swojej broni, niezależnie od tego, czego chcą lub zalecają inni ludzie.",People must choose for themselves sometimes sticking to their guns regardless of what other people want or recommend.,4
"Oczywiście, budując szybkie prototypy, możemy wydobyć i przetestować nasze pomysły z konsumentami i użytkownikami znacznie szybciej, niż gdybyśmy próbowali opisać je słowami.","Of course, by building fast prototypes, we can extract and test our ideas with consumers and users much faster than if we tried to describe them in words.",4.416666667
"Sugeruję, że dzięki treningowi można nadać muzycznemu dźwiękowi znaczenie nawet u kota.",I am suggesting that with training you can imbue a musical sound with significance even in a cat.,4.333333333
"Następnie wzięlibyśmy ten szablon do regeneracji i wstawilibyśmy go do brakującej chrząstki łąkotki, aby odrosnąć, która u pacjenta jest kolanem.","Then we would take this template for regeneration and put it into the missing cartilage of the meniscus to grow back, which in the patient is the knee.",4
Ten z przodu mniejszy to STriDER II.,The one on the front is StriDER II.,4.25
"PM I Tyler jest tutaj, aby pokazać wam Walkalong.",PM And Tyler is here to show you the Walkalong.,4.583333333
"Nie chcesz być zbyt antropomorficzny, ale przysięgam, że patrzyła na mnie tak, jakby ten bezużyteczny drapieżnik umarł z głodu w moim oceanie.",You don not want to be too anthropomorphic but I swear that she looked at me like This useless predator is going to starve in my ocean.,4.333333333
"Przychodzą ze swoimi własnymi pomysłami i własnymi teoriami i jeśli nie będziesz z nimi pracować, nie będziesz w stanie ich zmienić. I prawdopodobnie nie zmieniłem też twoich pomysłów na to, jak działa świat i wszechświat.",They come with their own ideas and their own theories and unless you work with those then you won not be able to shift them right And I probably haven not shifted your ideas of how the world and universe operates either.,3.916666667
"Aby zacząć odpowiadać na takie pytania, moja grupa badawcza od ponad 25 lat pracuje nad metodami ekstrakcji DNA ze szczątków neandertalczyków i wymarłych zwierząt, które mają dziesiątki tysięcy lat.",And to begin to answer such questions my research group since over 25 years now works on methods to extract DNA from remains of Neanderthals and extinct animals that are tens of thousands of years old.,4.916666667
Stworzyliśmy tę grę w 2007 roku.,We created this game in 2007.,5
"Tak więc konsumenci i ja nie mamy na myśli tylko ludzi, którzy kupują rzeczy w Safeway, mam na myśli ludzi z Departamentu Obrony, którzy mogą coś kupić, lub ludzi u ciebie, którzy znają nowojorczyka, który może wydrukować twój artykuł.",So consumers and I don not just mean people who buy stuff at the Safeway I mean people at the Defense Department who might buy something or people at you know the New Yorker who might print your article.,4.08
"A zanim dojdziesz do środka, masz już setki ludzi, którzy dodali tylko jedno zdjęcie.","And by the time you get inside, you've got hundreds of people who've only added one photo.",4.333333333
"Będę grał na tych rockowych koncertach, stojąc na scenie zupełnie nieruchomo, a oni mówią: Co ona robi? Co ona robi.",I will play at these rock shows be on stage standing completely still and they are like What is she doing What is she doing.,4.166666667
"Ale ilekroć nadajemy rzeczy nazwę, która należy do czegoś innego, nadajemy jej również całą sieć analogii.","But whenever we give things a name that belongs to something else, we also give them a whole network of analogys.",4.416666667
A to dla nich prawdziwy kryzys.,And this is a real crisis for them.,4.666666667
"Jako grupa są najszczęśliwszymi ludźmi, jakich znam.",As a group they are the happiest people I know.,4.416666667
"To był absolutny warunek wstępny, abyśmy mogli mówić.",It was an absolute prerequisite for us to speak.,4
Spróbuj najpierw zbudować porozumienie polityczne.,Try and build a political settlement first.,4
"A większość ludzi, zarówno w zorganizowanym kościele, jak i poza nim, wciąż ma obraz niebiańskiego kontrolera, twórcy reguł, policjanta na niebie, który wszystko rozkazuje i powoduje, że wszystko się dzieje.","And most people, both in the organized church and outside of it, still have a picture of a heavenly controller, a rule-maker, a cop in the sky who commands and causes everything to happen.",4.25
"Wiem, że jestem niesamowicie zdenerwowany i podekscytowany, że jestem tutaj na górze, co bardzo utrudnia mi utrzymanie spokoju.",I know that I am incredibly nervous and excited to be up here which is greatly inhibiting my ability to keep it cool.,4.583333333
"Naprawdę ważną kwestią dla mnie jest to, że nie korzystam z żadnej marki ani sponsorów korporacyjnych.",A really important point for me is that I don not use any brand or corporate sponsors.,4.5
Pracowałem jako dyrektor biura Banku Światowego w Nairobi w Afryce Wschodniej.,I used to work as the director of the World Bank office in Nairobi for East Africa.,4.833333333
"Siedzi tam przed urządzeniem haptycznym, systemem sprzężenia zwrotnego siły i przesuwa pióro w kierunku serca, a teraz serce bije przed nim, aby mógł zobaczyć, jak bije serce.","He sits there in front of the haptic device, the power feedback system and moves the pen towards the heart, and now the heart beats in front of him so he can see the heart beating.",3.583333333
Tak więc ten model jest inteligentną reprezentacją rzeczywistości.,So this model is an intelligent representation of reality.,5
"I właśnie dzięki dzisiejszej komunikacji uważam, że nie jest to nierealna idea.",And it is thanks to today's communication that I think this is not an unrealistic idea.,4.333333333
"Oczywiście, co jest w tym interesujące, że nie możemy być pewni, w jaki sposób ta idea została przekazana, ponieważ Homo erectus, który wykonał te przedmioty, nie miał języka.","Of course, what's interesting about this is that we can't be sure how this idea was passed on, because Homo erectus, who made these objects, didn't have a tongue.",4
Możesz od razu przejść do konkretnego problemu.,You can go right to a particular problem.,4.666666667
"A co z całkowitą biologiczną wymianą stawu kolanowego, a nie tylko częściami?","What about the total biological replacement of the knee joint, not just the parts?",4.416666667
"A jeśli powtórzymy ten proces, aby polubić 10 różnych osób i wszyscy zgodzą się co do nowego słowa, otrzymamy dokładne zdigitalizowane słowo więcej.",And if we repeat this process to like 10 different people and all of them agree on what the new word is then we get one more word digitized accurately.,3.916666667
Mairead McGuire w środku Betty Williams po prawej stronie niosąc pokój w Irlandii Północnej.,Mairead McGuire in the middle Betty Williams on the right hand side bringing peace to Northern Ireland.,4.416666667
"Spójrz tutaj, musisz skończyć z ubóstwem edukacja płeć dziecka i zakażenia kontroli zdrowia matki chronią środowisko i uzyskać dobre globalne powiązania między narodami we wszystkich aspektach, od pomocy po handel.",Look here you have to end poverty education gender child and maternal health control infections protect the environment and get the good global links between nations in every aspect from aid to trade.,3.25
"Ale to, co naprawdę wywołuje efekt, to mówienie ludziom Spójrz, że możesz go odsprzedać, możesz się tym pochwalić, ale zanim dotrze do Ciebie, jest dokładnie umyty.","But what really has an effect is telling people that you can sell it back, you can brag about it, but by the time it gets to you, it's washed thoroughly.",3.916666667
Wysyła z powrotem do operatora obrazy wideo o wysokiej rozdzielczości.,It sends high resolution video pictures back to the operator.,4.583333333
Musimy tylko wytrwać.,All we have to do is persevere.,4.833333333
"No dalej, wstawaj.",Come on Get up.,4.666666667
Jest to możliwe i nie jest trudne.,This is possible and not difficult.,4.666666667
Albo plakat jazzowy z wesołą i bardziej agresywną twarzą.,Or a jazz poster with a cheerful and more aggressive face.,4.5
Możesz obejrzeć horror z potworami.,You can watch a horror movie with monsters.,4.833333333
"Ale zaraz potem Pierre w 96 roku i ja zrezygnowaliśmy z pełnoetatowej pracy, aby zbudować eBay jako firmę. Resztę tej historii znasz.",But then Pierre in 96 and I gave up our full-time job to build eBay as a company.,4.333333333
Tak więc prostota i przewidywalność są cechami prostych rzeczy.,So simplicity and predictability are characteristics of simple things.,4.833333333
"Dimitri Cóż, to wspaniały dom Milo.","Dimitri Well, it's a great home for Milo.",4.416666667
Spojrzałem na to i powiedziałem: „Nie widzę nic”.,"And I looked at it and I said, ""I don't see anything.""",4.166666667
Wstałem dziś rano o 6 10 rano.,I got up this morning at 6 10 am.,4.916666667
Ta mała lista uległaby zmianie.,That little list would change.,4.5
Przez cały ten rok moja mama ani razu nie płakała.,All through that one year my mother never cried one time not once.,4.833333333
"Panie i panowie, podzielam wasze cele.",Ladies and gentlemen I share your goals.,4.666666667
